URI,COUNT(*)
http://www.ebi.ac.uk/efo/EFO_0000249,49
http://www.ebi.ac.uk/efo/EFO_0001360,49
http://www.ebi.ac.uk/efo/EFO_0000692,43
http://www.ebi.ac.uk/efo/EFO_0004340,41
http://www.ebi.ac.uk/efo/EFO_0000289,40
http://www.ebi.ac.uk/efo/EFO_0000305,38
http://www.ebi.ac.uk/efo/EFO_0000270,35
http://www.ebi.ac.uk/efo/EFO_0001663,32
http://www.ebi.ac.uk/efo/EFO_0004530,32
http://www.ebi.ac.uk/efo/EFO_0003923,30
http://www.ebi.ac.uk/efo/EFO_0004612,28
http://www.ebi.ac.uk/efo/EFO_0001645,26
http://www.ebi.ac.uk/efo/EFO_0004611,26
http://www.ebi.ac.uk/efo/EFO_0003885,26
http://www.ebi.ac.uk/efo/EFO_0000685,25
http://www.ebi.ac.uk/efo/EFO_0005842,25
http://purl.obolibrary.org/obo/GO_0097327,24
http://www.ebi.ac.uk/efo/EFO_0004339,23
http://www.ebi.ac.uk/efo/EFO_0002508,22
http://www.ebi.ac.uk/efo/EFO_0003761,22
http://www.ebi.ac.uk/efo/EFO_0000384,21
http://www.ebi.ac.uk/efo/EFO_0004325,21
http://www.ebi.ac.uk/efo/EFO_0003829,20
http://www.ebi.ac.uk/efo/EFO_0003888,19
http://www.ebi.ac.uk/efo/EFO_0001073,18
http://www.ebi.ac.uk/efo/EFO_0004458,18
http://www.ebi.ac.uk/efo/EFO_0001365,18
http://www.ebi.ac.uk/efo/EFO_0002690,17
http://www.ebi.ac.uk/efo/EFO_0000253,17
http://www.ebi.ac.uk/efo/EFO_0001071,16
http://www.ebi.ac.uk/efo/EFO_0001359,15
http://www.ebi.ac.uk/efo/EFO_0000712,14
http://www.ebi.ac.uk/efo/EFO_0004761,14
http://www.ebi.ac.uk/efo/EFO_0004465,14
http://www.ebi.ac.uk/efo/EFO_0000729,14
http://www.ebi.ac.uk/efo/EFO_0004645,13
http://www.ebi.ac.uk/efo/EFO_0003884,13
http://www.ebi.ac.uk/efo/EFO_0000537,13
http://www.ebi.ac.uk/efo/EFO_0004502,13
http://www.ebi.ac.uk/efo/EFO_0004574,13
http://www.ebi.ac.uk/efo/EFO_0004220,13
http://www.ebi.ac.uk/efo/EFO_0004329,12
http://www.ebi.ac.uk/efo/EFO_0000180,12
http://www.ebi.ac.uk/efo/EFO_0004682,11
http://www.ebi.ac.uk/efo/EFO_0003060,11
http://www.ebi.ac.uk/efo/EFO_0004703,11
http://www.ebi.ac.uk/efo/EFO_0003892,11
http://www.ebi.ac.uk/efo/EFO_0004505,11
http://www.ebi.ac.uk/efo/EFO_0004509,10
http://www.ebi.ac.uk/efo/EFO_0004318,10
