DAPK1	34
CYP2A6	34
COX11	34
CNPY3	34
CIB2	34
CASP5	34
CAMK2B	34
C3	34
BMP5	34
ATG5	34
ARMS2	34
ALDOA	34
AIRE	34
ADRA2A	34
ACADS	34
ZFPM1	33
WNT4	33
TNIK	33
TIMP2	33
STAT6	33
STAT5B	33
SIRT1	33
SCTR	33
RPS16	33
RBMS3	33
RBM10	33
RAB3GAP1	33
PRKACG	33
PITPNC1	33
PDGFD	33
NR1H3	33
NLGN2	33
NGF	33
LY86	33
LRPPRC	33
KCNAB1	33
ITPR2	33
IL12RB2	33
GDF5	33
EMILIN1	33
DAD1P1	33
CYP4X1	33
CVD	33
CER1	33
CDK6	33
BUD13	33
BCL6	33
BCHE	33
B3GLCT	33
ADGRV1	33
ABCB1	33
XBP1	32
WNK1	32
UNC13A	32
TOX3	32
TENM2	32
TBX5	32
STAB1	32
SPON1	32
SMAD7	32
SLC9A9	32
SLC5A2	32
SLC22A5	32
SERPINB1	32
RXRA	32
RP2	32
RORC	32
RET	32
PVRL2	32
PTPRK	32
PTGES3	32
PSRC1	32
PPARD	32
PLCB1	32
PICALM	32
PEPD	32
PCDHGB4	32
PCDH15	32
NSD1	32
NDUFS1	32
NAT2	32
KCNJ13	32
HSD11B1	32
GFAP	32
FST	32
FCGR2A	32
FANCA	32
F13A1	32
ERAP2	32
ELF1	32
DAZAP1	32
CYP27A1	32
CYB5B	32
CSK	32
CREB1	32
COL5A1	32
CNTN5	32
CMIP	32
CLPTM1L	32
CHI3L1	32
CASC20	32
CACNA1S	32
BRCA	32
BCL2	32
ACTN4	32
TSHR	31
TRAPPC9	31
TNS1	31
TMEM132D	31
TJP1	31
TET2	31
SPTBN1	31
SLC6A4	31
SAMM50	31
RARB	31
PTGIR	31
PRKCE	31
PPP1R2	31
PPFIA4	31
PEX14	31
PECAM1	31
PDE7B	31
NR3C1	31
NOS2	31
NDUFA10	31
MYH9	31
MYH7B	31
MEF2C	31
ITK	31
IRF1	31
IL5RA	31
HTR2A	31
HIST1H4I	31
GPR65	31
GLRB	31
GJB2	31
GATA4	31
FOXA2	31
FMN2	31
FLT1	31
FAS	31
FAP	31
EDNRA	31
DOCK7	31
CUL7	31
COBLL1	31
CIITA	31
CFB	31
CDK1	31
BMPR1B	31
BAG3	31
ATP2B3	31
ADH1B	31
ADAMTS2	31
ADAM17	31
ZBTB7B	30
ZBTB40	30
WDR81	30
VIPR2	30
UGT1A1	30
U6	30
TRIM66	30
TNFRSF13B	30
TGFBR3	30
SYK	30
SPP1	30
SLC24A4	30
SLC18A3	30
RORB	30
RIPK2	30
RIN2	30
PSMB8	30
PPP1R12B	30
PLEKHM1	30
PLCE1	30
PC	30
MYH6	30
MLXIPL	30
MGAT5	30
MEIS1	30
MAPK3	30
MAGI1	30
LRRC32	30
LRP5	30
LDHA	30
LAMA1	30
KLK3	30
JAG1	30
IL1RAPL1	30
IGFBP3	30
IDS	30
HTT	30
HMOX1	30
GNAS	30
FGA	30
EXOC2	30
DOCK2	30
DLG4	30
DGAT1	30
CYP2C8	30
CYP24A1	30
CREBBP	30
COL4A2	30
COL11A2	30
CDH23	30
CD80	30
CACNA2D2	30
BPTF	30
ATXN1	30
ATP1B1	30
ARNTL	30
ALOX5AP	30
AKAP6	30
ABL1	30
ABCA4	30
WRN	29
WDFY4	29
UBE3A	29
TSEN2	29
TRPM7	29
TOP1	29
TGFA	29
TBX1	29
SOX6	29
SLC35F1	29
SIK3	29
SELP	29
PTCHD1	29
PTCH1	29
PRKAA1	29
PDE4D	29
OPCML	29
NUP205	29
NRP1	29
NR2F2	29
NEB	29
NCR2	29
MSX1	29
LRRC4C	29
LCORL	29
LAMA2	29
KCNK3	29
KANK1	29
ITIH3	29
ITGB3	29
IL7R	29
IL18RAP	29
IL17F	29
IFI16	29
GPN1	29
GCN1	29
GCH1	29
GAB2	29
FMR1	29
FDFT1	29
F10	29
EXOC4	29
ENPP3	29
ELMO1	29
EGR2	29
EDN1	29
DCHS2	29
CTNNB1	29
CD226	29
APOH	29
ANGPTL3	29
AKT1	29
ACTN2	29
ABCC9	29
VAV3	28
TRAF1	28
TPH2	28
TM6SF2	28
THEMIS	28
T	28
SIK1	28
SIAE	28
SHROOM3	28
SCD	28
SATB2	28
RERE	28
RA	28
PTGER4	28
PRKCI	28
PPARGC1B	28
PDE8B	28
NR	28
NPC1L1	28
NFE2L3	28
NAT8	28
MHC	28
MGMT	28
MECOM	28
MCPH1	28
MAP2K1	28
MAFB	28
LCP1	28
KCNN3	28
KCNH2	28
IRF6	28
IRAK1	28
IL4	28
IGFBP5	28
ICOSLG	28
HPGDS	28
HHEX	28
GRIK1	28
FGFR4	28
FFAR4	28
ESR2	28
ELN	28
DPP6	28
DOT1L	28
DOCK1	28
DNMT3A	28
DNAH11	28
DMRT1	28
DENND1B	28
CTNNA2	28
CNNM2	28
CLYBL	28
CDKN1A	28
CDH4	28
CCHCR1	28
CAST	28
BAZ1B	28
ASIP	28
ANXA1	28
ALMS1	28
AFF3	28
ADRBK1	28
ADM	28
ADCY8	28
ABI3BP	28
ABCG8	28
ZFAT	27
VEGF	27
TRPC4	27
TRIM2	27
TNFSF11	27
TMTC2	27
THY1	27
TGFBR1	27
TFR2	27
STK33	27
SPTLC3	27
SORBS1	27
SHANK2	27
SH2B1	27
ROBO2	27
RIT2	27
REEP3	27
PYY	27
PTH	27
PLCG2	27
PKLR	27
OBESITY	27
NRG3	27
NR3C2	27
NLRC5	27
NCOA3	27
MTAP	27
MST1	27
LRIG1	27
LRBA	27
LINC00461	27
KLF13	27
KDM2B	27
JAK1	27
ITPR3	27
INSIG2	27
IL4R	27
IKZF4	27
IFNAR1	27
HSP90AA1	27
HCN1	27
GWAS	27
GRB10	27
GFR	27
F7	27
ELOVL5	27
EGF	27
DNM2	27
DLC1	27
DEPDC5	27
DACH1	27
COL4A3	27
COG6	27
CNTN3	27
CDH2	27
CDH18	27
CD46	27
CCND1	27
CACNA1I	27
C2	27
BRIP1	27
BCR	27
ATP6V1B2	27
APOA4	27
APOA1	27
ANGPT1	27
ALDH7A1	27
ZMIZ1	26
YBX1	26
UBE2E2	26
TOLLIP	26
TNKS	26
TNIP1	26
TLR9	26
TGFB3	26
TEK	26
STK11	26
SREBF2	26
SLC7A2	26
SLC2A2	26
SLC1A2	26
SH3BP4	26
SERPINH1	26
RNASET2	26
PTK2	26
PSCA	26
PRKCH	26
PLOD1	26
PLA2G4A	26
PITX1	26
PIK3AP1	26
PDE4B	26
PCCB	26
PALLD	26
ORM1	26
OPTN	26
NRIP1	26
NOTCH3	26
MYH7	26
MUC2	26
MTHFD1L	26
MRAS	26
MEIS2	26
MCU	26
MCTP1	26
MCM6	26
MCF2L	26
MARCH1	26
MAP3K7	26
MAP3K1	26
LRP4	26
LEP	26
LAMA5	26
KLF14	26
KCTD7	26
KCND2	26
ITPA	26
ITGA9	26
IL22	26
IL21R	26
IL18	26
IGH	26
HTRA1	26
HMGA1	26
GTF2I	26
GRM5	26
GNPDA2	26
GALC	26
FSTL5	26
FGF5	26
FAM150B	26
ERCC2	26
ERBB3	26
ELAVL1	26
EIF2B4	26
DMRTA1	26
DCLK1	26
CYP3A4	26
CYLD	26
CYFIP1	26
CNR1	26
CCR5	26
CCR2	26
CCNL1	26
BATF	26
BAK1	26
ASTHMA	26
ARSA	26
APOC3	26
ANKH	26
AMOTL1	26
ADAMTS18	26
ADAMTS13	26
ACAN	26
ACADL	26
ABCG5	26
ZNF521	25
WDR36	25
TUSC3	25
TSC2	25
TREX1	25
TRAF3	25
TNNT2	25
TNNI3K	25
TNFSF4	25
TNFSF14	25
TMEM106B	25
TENM3	25
SUMF1	25
ST2	25
SOCS1	25
SLIT3	25
SKIN	25
SEMA6D	25
SCN2A	25
RBPJ	25
RAD52	25
RAB38	25
QT	25
PTSD	25
PROC	25
PRL	25
PRKD1	25
PDE2A	25
PCDH11X	25
PADI4	25
OPA1	25
OLFM4	25
NTRK3	25
NPY	25
NCF4	25
NCAM2	25
MYT1L	25
MYH14	25
MYH11	25
MAF	25
LYPLAL1	25
LUZP2	25
KRAS	25
ITIH4	25
ILK	25
IL27	25
IDUA	25
ID2	25
HTR4	25
HIF1AN	25
HGF	25
HCRTR2	25
GRM7	25
GRIK2	25
GABRB3	25
FNDC3B	25
EYS	25
EIF4G1	25
EFNA5	25
DSCAM	25
DNAJC27	25
DDC	25
CYP7B1	25
CYP2B6	25
CTNND2	25
CHRM3	25
CFHR3	25
CD2AP	25
CD247	25
CAMK4	25
CACNA1A	25
BSCL2	25
BCL7A	25
ADH7	25
ADAMTS19	25
ZBTB17	24
USH2A	24
TRPS1	24
TNNT3	24
TNFRSF6B	24
TCN2	24
TAS2R38	24
TAL1	24
SUPT3H	24
ST6GALNAC3	24
SPATA5	24
SNTB1	24
SLC6A5	24
SLC28A3	24
SERPINE1	24
SARM1	24
RYR3	24
RP11	24
REL	24
PTPRT	24
PTGER3	24
PRKCQ	24
PRKAA2	24
POLQ	24
PML	24
PKP2	24
PBRM1	24
PAX3	24
PABPC4	24
NTM	24
NR5A2	24
NPR2	24
NPAS3	24
NMUR2	24
NBAS	24
NAV3	24
MYOM2	24
MMP12	24
MLKL	24
MFN2	24
LMX1B	24
LIN28B	24
LEF1	24
KMT2A	24
KITLG	24
KHDRBS2	24
IVD	24
ITGAM	24
INVS	24
IL1R2	24
IL18R1	24
IL15	24
ID4	24
HYKK	24
GRM3	24
GRK5	24
GPC6	24
GAB1	24
FYN	24
FURIN	24
FKBP5	24
FASLG	24
FAF1	24
F12	24
EYA4	24
EYA1	24
ESRRG	24
ERBB2	24
EIF2AK3	24
EHMT2	24
ECE2	24
CYP4F2	24
CYP3A5	24
CYBB	24
CRIM1	24
CNTRL	24
CEP72	24
CEL	24
CD28	24
CCR3	24
CAV2	24
CASP7	24
CACNA1G	24
C4A	24
BARD1	24
ATP2C2	24
ARAP1	24
APOA2	24
APBB2	24
AMPD2	24
AMPD1	24
AHI1	24
ADAMTS5	24
ADAMTS3	24
ACPP	24
ACKR1	24
ACACA	24
ABCD1	24
ABCC8	24
ABCA13	24
ZNF503	23
ZFPM2	23
WDR60	23
TTR	23
TRAF3IP2	23
TNFRSF1B	23
TMTC1	23
TMCO1	23
TLR8	23
TLR6	23
THRB	23
TAGAP	23
SYNJ2	23
SYN2	23
SULT2A1	23
STAR	23
SQSTM1	23
SPTLC1	23
SPTB	23
SOD2	23
SMOC2	23
SLC8A1	23
SLC44A4	23
SLC1A4	23
SEMA3A	23
SDCCAG8	23
SASH1	23
RGS4	23
RALY	23
RAI1	23
RAB5B	23
PXK	23
PRKG2	23
PPM1K	23
PLXNA4	23
PLEKHA7	23
PFKFB3	23
PCSK2	23
PCLO	23
PAX5	23
PARVB	23
PAPPA	23
PAK1	23
NPPB	23
NFATC2	23
NCOR2	23
N	23
MTHFD1	23
MSMB	23
MLN	23
MIR1538	23
MEPE	23
MCM8	23
LTBP4	23
LOXL4	23
LCAT	23
LARGE	23
KEAP1	23
KCNK5	23
JAKMIP3	23
ISL1	23
IRAK3	23
IL21	23
IL1R1	23
IL17RA	23
IGFBP2	23
HSD3B7	23
HSD17B4	23
HMG20A	23
HIP1	23
HDAC5	23
HBA1	23
GSK3B	23
GRM4	23
GREM1	23
GNAT2	23
GNA12	23
GABRG3	23
G6PC	23
FREM1	23
FGGY	23
FGF12	23
FBXO33	23
FASN	23
EZH2	23
EXT1	23
EVI5	23
EPHA4	23
ENPEP	23
EN1	23
DST	23
DOCK3	23
DNMT1	23
DGKD	23
DEGS1	23
DBP	23
DAB2IP	23
CYP2E1	23
CXCR4	23
CUX2	23
COL6A3	23
CMKLR1	23
CHSY1	23
CD86	23
CD109	23
BMPR2	23
AFF1	23
AFAP1L2	23
ADRB3	23
ADRA1A	23
ADGRG6	23
ADCY2	23
ADAR	23
ACADM	23
44892362	23
ZBTB16	22
XPR1	22
VRK2	22
USP30	22
UCP1	22
UBASH3A	22
TBL2	22
SYN3	22
STAU2	22
ST6GAL1	22
SMOC1	22
SMARCB1	22
SMARCA2	22
SLIT2	22
SLC22A3	22
SLC22A2	22
SGK1	22
SELL	22
RYR1	22
RIMS1	22
RAD51B	22
PTRF	22
PTPRO	22
PTPRM	22
PTPRG	22
POU5F1	22
POLR2A	22
POLD1	22
PLEKHA1	22
PLD1	22
PLAT	22
PKDCC	22
PIEZO1	22
PDE1C	22
PCSK6	22
PARD3B	22
PAM	22
OAS3	22
NXPH1	22
NQO1	22
NOV	22
NFKBIE	22
NCOA2	22
NAALADL2	22
MYO1F	22
MYLIP	22
MUC19	22
MUC1	22
MTR	22
MGAM	22
LSAMP	22
LAMB1	22
KIT	22
KIF26B	22
KCNJ16	22
KCNH8	22
KCNB2	22
ITGA6	22
INHBA	22
IGF2R	22
HOGA1	22
HNF4G	22
HBV	22
GPAM	22
GLI3	22
GLB1	22
GCDH	22
GATA2	22
GALNT13	22
FLI1	22
FGF2	22
FCRL3	22
FBXL17	22
FBN2	22
FAT1	22
FANCL	22
EP300	22
EDA	22
DYNC2H1	22
DSCAML1	22
DIO1	22
DHCR7	22
CYP7A1	22
CTSH	22
CTCF	22
CST3	22
CPT1B	22
COBL	22
CNTNAP5	22
CLN3	22
CLL	22
CISD1	22
CHST15	22
CHD7	22
CDHR3	22
CD69	22
CAPN3	22
CAPN12	22
CALN1	22
CALCR	22
CACNG2	22
CACNA2D1	22
BRD4	22
ASPM	22
ARHGAP24	22
ANK2	22
AML	22
AHCYL2	22
AGBL1	22
ADRA1B	22
ADGRD1	22
ACTN1	22
ACTA2	22
ACOXL	22
ABCC1	22
ZFHX4	21
VRK1	21
VAX2	21
VAV2	21
UGT1A6	21
TWIST1	21
TLE1	21
TKTL1	21
TICAM1	21
THSD4	21
TFAP2A	21
T2DM	21
SVEP1	21
SSPN	21
SRR	21
SLC39A11	21
SLC29A1	21
SLC24A5	21
SLC12A2	21
SHROOM2	21
SHANK3	21
SDK1	21
SBF2	21
SAA1	21
RXFP1	21
RPS6KA4	21
RNASEL	21
RIPK3	21
RAD50	21
PTPN1	21
PSORS1C1	21
PROK2	21
PROCR	21
PRDM6	21
POLG	21
PMM2	21
PLCL1	21
PKD2	21
PHGDH	21
PFKP	21
PBX1	21
PASK	21
OVOL1	21
OMA1	21
NTN1	21
NMU	21
NEBL	21
MYO9B	21
MYO7A	21
MX1	21
MUC5AC	21
MPRIP	21
MMP2	21
MDM2	21
MBNL1	21
MAP3K9	21
LSP1	21
LRP6	21
LINGO1	21
LILRB3	21
LCE3E	21
KLF2	21
KIF1B	21
ITLN1	21
ITIH1	21
ITGAE	21
IDO1	21
HYDIN	21
HSPA5	21
HSD17B3	21
HIVEP3	21
HIF3A	21
GRIP1	21
GOT2	21
GOSR2	21
GOLGA3	21
GMDS	21
GLDC	21
GAS7	21
GABRA4	21
GABBR2	21
FUT6	21
FRMD4A	21
FRAS1	21
FIG4	21
FGF13	21
FGF1	21
FAT4	21
F2R	21
ERCC4	21
EPO	21
EGLN1	21
EDIL3	21
DYM	21
DOCK6	21
DNM1	21
DDAH1	21
CXCL8	21
CRY2	21
CRTC1	21
COL3A1	21
CISD2	21
CHST11	21
CCND2	21
CCBE1	21
CBLB	21
CBL	21
CASZ1	21
CALM2	21
CACNA2D4	21
BID	21
BICC1	21
BEST1	21
BAIAP2	21
BAD	21
ATF7	21
ASAH1	21
ARHGEF7	21
AKAP13	21
ADORA2A	21
ADGRB3	21
ACY1	21
ACVR1B	21
ZIC2	20
ZEB1	20
ZAN	20
WNT16	20
WBC	20
VPS13B	20
USP24	20
ULK4	20
UCP2	20
TSHZ3	20
TRPM8	20
TRPC6	20
TNS3	20
TNFRSF10B	20
TMPRSS15	20
TLR7	20
TLE3	20
THSD7A	20
THPO	20
TGIF1	20
TGFBI	20
TFRC	20
TERC	20
TCF21	20
TBK1	20
T1D	20
SYVN1	20
SRP54	20
SRD5A2	20
SRC	20
SPSB1	20
SPAG16	20
SNRPN	20
SNAI1	20
SLC1A1	20
SLC13A1	20
SETD2	20
SEMA7A	20
SEMA5A	20
RTN4R	20
RTEL1	20
RNA5SP173	20
RIN3	20
RGS5	20
RETN	20
QKI	20
PVRL3	20
PTEN	20
PRTFDC1	20
PRPF3	20
PRICKLE2	20
PPP3CA	20
PPM1L	20
POT1	20
POLD3	20
POGZ	20
PLXDC2	20
PGPEP1	20
PGM1	20
PER3	20
PAK7	20
OBFC1	20
OAS1	20
NR1H2	20
NOG	20
NDRG1	20
NCK2	20
NARS2	20
NALCN	20
MYO3B	20
MYO1B	20
MYO10	20
MYNN	20
MUC22	20
MED12L	20
ME3	20
MBOAT1	20
