PUBMED_ID	CITED_BY
16252231	19118814
16252231	17362836
16252231	17434096
16252231	21084426
16252231	22451204
16252231	21812969
16252231	17357082
16252231	19772629
16614226	17434869
16614226	19079261
16614226	17982456
16614226	18159244
16614226	18821565
16614226	21991891
16614226	18325910
16614226	17903303
16614226	17903300
16614226	17903293
16614226	17848626
16614226	17903301
16614226	21131291
16614226	20950786
16614226	17903306
16614226	20966902
16614226	17434869
16614226	19079261
16614226	17982456
16614226	18159244
16614226	18821565
16614226	21991891
16614226	18325910
16614226	17903303
16614226	17903300
16614226	17903293
16614226	17848626
16614226	17903301
16614226	21131291
16614226	20950786
16614226	17903306
16614226	20966902
16614226	17434869
16614226	19079261
16614226	17982456
16614226	18159244
16614226	18821565
16614226	21991891
16614226	18325910
16614226	17903303
16614226	17903300
16614226	17903293
16614226	17848626
16614226	17903301
16614226	21131291
16614226	20950786
16614226	17903306
16614226	20966902
16648850	17658951
16648850	19305408
16648850	19305409
16648850	17903299
16648850	20062063
16648850	21041692
16648850	17903303
16648850	23872634
16648850	18521090
16648850	20622880
16648850	18521091
16648850	17903306
16648850	20031603
16648850	19389651
16648850	19587794
16648850	20360844
16648850	20921969
16648850	19461586
16648850	17658951
16648850	19305408
16648850	19305409
16648850	17903299
16648850	20062063
16648850	21041692
16648850	17903303
16648850	23872634
16648850	18521090
16648850	20622880
16648850	18521091
16648850	17903306
16648850	20031603
16648850	19389651
16648850	19587794
16648850	20360844
16648850	20921969
16648850	19461586
17052657	19915575
17052657	19915576
17052657	21292315
17052657	20711177
17052657	18985386
17052657	20070850
17052657	22438815
17052657	21738487
17052657	17362836
17052657	17434096
17052657	21084426
17052657	22451204
17052657	21812969
17052657	17357082
17052657	19772629
17052657	17911428
17053108	20385819
17053108	23455636
17053108	19779542
17053108	21909106
17053108	21640322
17053108	20861866
17053108	20385819
17053108	23455636
17053108	19779542
17053108	21909106
17053108	21640322
17053108	20861866
17053108	20385819
17053108	23455636
17053108	19779542
17053108	21909106
17053108	21640322
17053108	20861866
17053149	18519826
17053149	18839057
17053149	19118814
17053149	19023125
17053149	17903297
17053149	17667963
17053149	20197096
17053149	19734545
17053149	19047183
17053149	20125193
17053149	23041938
17053149	19786962
17053149	22027810
17053149	20038948
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17068223	17554300
17068223	17463246
17068223	18587394
17068223	21102463
17068223	17435756
17068223	17660530
17068223	17554261
17068223	17658951
17068223	17804836
17068223	17982456
17068223	17447842
17068223	18369459
17068223	18836448
17068223	19458352
17068223	20622878
17068223	21743469
17068223	19915572
17068223	18347602
17068223	19122664
17068223	20622879
17068223	18758464
17099884	18519826
17099884	18839057
17099884	20171287
17099884	19268276
17099884	20235792
17099884	19009022
17099884	20811658
17099884	20520587
17099884	21876473
17099884	22613542
17099884	26207136
17158188	18385739
17158188	20418888
17158188	18227835
17158188	20418889
17158188	20202923
17158188	18347602
17158188	19065144
17158188	18519826
17158188	18839057
17158188	19247474
17158188	17999355
17158188	17407593
17158188	19268276
17158188	22889924
17158188	20235792
17158188	19009022
17158188	22006218
17158188	18385739
17158188	20418888
17158188	18227835
17158188	20418889
17158188	20202923
17158188	18347602
17158188	19065144
17158188	18519826
17158188	18839057
17158188	19247474
17158188	17999355
17158188	17407593
17158188	19268276
17158188	22889924
17158188	20235792
17158188	19009022
17158188	22006218
17223258	18729187
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17293876	17554300
17293876	17463246
17293876	17463248
17293876	17463249
17293876	18372903
17293876	17529973
17293876	20581827
17293876	17660530
17293876	17658951
17293876	17460697
17293876	19060907
17293876	18455228
17293876	19151714
17293876	23535729
17293876	18159244
17293876	19060909
17293876	19734900
17293876	22581228
17293876	21874001
17293876	19401414
17293876	20174558
17293876	18451265
17293876	20818381
17293876	20418489
17293876	17668382
17357082	18332876
17357082	27203581
17362836	19734901
17362836	17671248
17362836	20801718
17362836	18084291
17362836	20801717
17362836	17827064
17362836	19451621
17362836	19193627
17362836	18313986
17362836	21956439
17362836	20685689
17362836	18987618
17362836	22959728
17362836	24256812
17362836	19740415
17395743	18282107
17395743	21150874
17395743	21738480
17395743	21694509
17395743	20532800
17395743	24220699
17401363	17529967
17401363	18264096
17401363	18264097
17401363	17603485
17401363	17618284
17401363	17618283
17401363	19578367
17401363	17982456
17401363	18391950
17401363	19151717
17401363	19011631
17401363	19836008
17401363	19767753
17401363	18264098
17401363	18794855
17401363	19767754
17401363	20972438
17401363	18073375
17401363	20383147
17401363	19648920
17401363	19648919
17401363	20676098
17401363	19247474
17401363	19901119
17401363	18821565
17401363	18325910
17401363	21131975
17401363	21602798
17401363	21761138
17401363	19117981
17401363	21779181
17401363	21743057
17401363	21037568
17401363	17903305
17401363	19193627
17401363	23104005
17401363	17529967
17401363	18264096
17401363	18264097
17401363	17603485
17401363	17618284
17401363	17618283
17401363	19578367
17401363	17982456
17401363	18391950
17401363	19151717
17401363	19011631
17401363	19836008
17401363	19767753
17401363	18264098
17401363	18794855
17401363	19767754
17401363	20972438
17401363	18073375
17401363	20383147
17401363	19648920
17401363	19648919
17401363	20676098
17401363	19247474
17401363	19901119
17401363	18821565
17401363	18325910
17401363	21131975
17401363	21602798
17401363	21761138
17401363	19117981
17401363	21779181
17401363	21743057
17401363	21037568
17401363	17903305
17401363	19193627
17401363	23104005
17401363	17529967
17401363	18264096
17401363	18264097
17401363	17603485
17401363	17618284
17401363	17618283
17401363	19578367
17401363	17982456
17401363	18391950
17401363	19151717
17401363	19011631
17401363	19836008
17401363	19767753
17401363	18264098
17401363	18794855
17401363	19767754
17401363	20972438
17401363	18073375
17401363	20383147
17401363	19648920
17401363	19648919
17401363	20676098
17401363	19247474
17401363	19901119
17401363	18821565
17401363	18325910
17401363	21131975
17401363	21602798
17401363	21761138
17401363	19117981
17401363	21779181
17401363	21743057
17401363	21037568
17401363	17903305
17401363	19193627
17401363	23104005
17401363	17529967
17401363	18264096
17401363	18264097
17401363	17603485
17401363	17618284
17401363	17618283
17401363	19578367
17401363	17982456
17401363	18391950
17401363	19151717
17401363	19011631
17401363	19836008
17401363	19767753
17401363	18264098
17401363	18794855
17401363	19767754
17401363	20972438
17401363	18073375
17401363	20383147
17401363	19648920
17401363	19648919
17401363	20676098
17401363	19247474
17401363	19901119
17401363	18821565
17401363	18325910
17401363	21131975
17401363	21602798
17401363	21761138
17401363	19117981
17401363	21779181
17401363	21743057
17401363	21037568
17401363	17903305
17401363	19193627
17401363	23104005
17401363	17529967
17401363	18264096
17401363	18264097
17401363	17603485
17401363	17618284
17401363	17618283
17401363	19578367
17401363	17982456
17401363	18391950
17401363	19151717
17401363	19011631
17401363	19836008
17401363	19767753
17401363	18264098
17401363	18794855
17401363	19767754
17401363	20972438
17401363	18073375
17401363	20383147
17401363	19648920
17401363	19648919
17401363	20676098
17401363	19247474
17401363	19901119
17401363	18821565
17401363	18325910
17401363	21131975
17401363	21602798
17401363	21761138
17401363	19117981
17401363	21779181
17401363	21743057
17401363	21037568
17401363	17903305
17401363	19193627
17401363	23104005
17401366	17529967
17401366	18454148
17401366	18264096
17401366	18711365
17401366	18264097
17401366	17603485
17401366	17618284
17401366	17618283
17401366	18317468
17401366	17982456
17401366	19151717
17401366	17952075
17401366	17934461
17401366	19767753
17401366	18264098
17401366	18794855
17401366	19767754
17401366	18073375
17401366	19648920
17401366	20676098
17401366	18325910
17401366	18685109
17401366	21602798
17401366	19117981
17401366	21743057
17401366	21037568
17401366	23104005
17401366	23023329
17401366	21738480
17401366	17529967
17401366	18454148
17401366	18264096
17401366	18711365
17401366	18264097
17401366	17603485
17401366	17618284
17401366	17618283
17401366	18317468
17401366	17982456
17401366	19151717
17401366	17952075
17401366	17934461
17401366	19767753
17401366	18264098
17401366	18794855
17401366	19767754
17401366	18073375
17401366	19648920
17401366	20676098
17401366	18325910
17401366	18685109
17401366	21602798
17401366	19117981
17401366	21743057
17401366	21037568
17401366	23104005
17401366	23023329
17401366	21738480
17401366	17529967
17401366	18454148
17401366	18264096
17401366	18711365
17401366	18264097
17401366	17603485
17401366	17618284
17401366	17618283
17401366	18317468
17401366	17982456
17401366	19151717
17401366	17952075
17401366	17934461
17401366	19767753
17401366	18264098
17401366	18794855
17401366	19767754
17401366	18073375
17401366	19648920
17401366	20676098
17401366	18325910
17401366	18685109
17401366	21602798
17401366	19117981
17401366	21743057
17401366	21037568
17401366	23104005
17401366	23023329
17401366	21738480
17401366	17529967
17401366	18454148
17401366	18264096
17401366	18711365
17401366	18264097
17401366	17603485
17401366	17618284
17401366	17618283
17401366	18317468
17401366	17982456
17401366	19151717
17401366	17952075
17401366	17934461
17401366	19767753
17401366	18264098
17401366	18794855
17401366	19767754
17401366	18073375
17401366	19648920
17401366	20676098
17401366	18325910
17401366	18685109
17401366	21602798
17401366	19117981
17401366	21743057
17401366	21037568
17401366	23104005
17401366	23023329
17401366	21738480
17407593	20418888
17407593	18519826
17407593	18839057
17407593	19268276
17407593	20421487
17407593	20235792
17407593	19009022
17407593	22006218
17407593	22952603
17407593	20811658
17407593	20520587
17407593	23752247
17407593	26289589
17434096	19369658
17434096	20215924
17434096	21957438
17434096	25256182
17434096	26186006
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17434869	17554300
17434869	17463248
17434869	20935630
17434869	19079261
17434869	17658951
17434869	18454148
17434869	19079260
17434869	19396169
17434869	19060910
17434869	18391950
17434869	20935629
17434869	18455228
17434869	23535729
17434869	18159244
17434869	18179892
17434869	19557161
17434869	18347602
17434869	22158537
17434869	18464913
17434869	18193046
17434869	21102462
17434869	19114657
17434869	20421936
17434869	19557197
17434869	22344219
17435756	17554300
17435756	18587394
17435756	17660530
17435756	18204446
17435756	17554261
17435756	18711365
17435756	18317468
17435756	18369459
17435756	19915574
17435756	19122664
17435756	18758464
17435756	17804789
17435756	18821565
17435756	20570966
17435756	18980221
17435756	17554300
17435756	18587394
17435756	17660530
17435756	18204446
17435756	17554261
17435756	18711365
17435756	18317468
17435756	18369459
17435756	19915574
17435756	19122664
17435756	18758464
17435756	17804789
17435756	18821565
17435756	20570966
17435756	18980221
17435756	17554300
17435756	18587394
17435756	17660530
17435756	18204446
17435756	17554261
17435756	18711365
17435756	18317468
17435756	18369459
17435756	19915574
17435756	19122664
17435756	18758464
17435756	17804789
17435756	18821565
17435756	20570966
17435756	18980221
17435756	17554300
17435756	18587394
17435756	17660530
17435756	18204446
17435756	17554261
17435756	18711365
17435756	18317468
17435756	18369459
17435756	19915574
17435756	19122664
17435756	18758464
17435756	17804789
17435756	18821565
17435756	20570966
17435756	18980221
17435756	17554300
17435756	18587394
17435756	17660530
17435756	18204446
17435756	17554261
17435756	18711365
17435756	18317468
17435756	18369459
17435756	19915574
17435756	19122664
17435756	18758464
17435756	17804789
17435756	18821565
17435756	20570966
17435756	18980221
17435756	17554300
17435756	18587394
17435756	17660530
17435756	18204446
17435756	17554261
17435756	18711365
17435756	18317468
17435756	18369459
17435756	19915574
17435756	19122664
17435756	18758464
17435756	17804789
17435756	18821565
17435756	20570966
17435756	18980221
17435756	17554300
17435756	18587394
17435756	17660530
17435756	18204446
17435756	17554261
17435756	18711365
17435756	18317468
17435756	18369459
17435756	19915574
17435756	19122664
17435756	18758464
17435756	17804789
17435756	18821565
17435756	20570966
17435756	18980221
17447842	17554300
17447842	21102463
17447842	17554261
17447842	19915574
17447842	21743469
17447842	19915572
17447842	19122664
17447842	19010793
17447842	18758464
17447842	17804789
17447842	19118814
17447842	20570966
17447842	22037551
