URI,COUNT(*)
http://www.ebi.ac.uk/efo/EFO_0001360,17
http://www.ebi.ac.uk/efo/EFO_0000249,13
http://www.ebi.ac.uk/efo/EFO_0004339,13
http://www.ebi.ac.uk/efo/EFO_0003923,12
http://www.ebi.ac.uk/efo/EFO_0004530,11
http://www.ebi.ac.uk/efo/EFO_0000692,11
http://www.ebi.ac.uk/efo/EFO_0001663,11
http://www.ebi.ac.uk/efo/EFO_0004612,11
http://www.ebi.ac.uk/efo/EFO_0004340,10
http://www.ebi.ac.uk/efo/EFO_0004611,10
http://www.ebi.ac.uk/efo/EFO_0003885,10
http://www.ebi.ac.uk/efo/EFO_0000253,10
http://www.ebi.ac.uk/efo/EFO_0000305,8
http://www.ebi.ac.uk/efo/EFO_0000289,8
http://www.ebi.ac.uk/efo/EFO_0000384,8
http://www.ebi.ac.uk/efo/EFO_0001359,8
http://www.ebi.ac.uk/efo/EFO_0005842,7
http://www.ebi.ac.uk/efo/EFO_0003888,7
http://www.ebi.ac.uk/efo/EFO_0001073,7
http://www.ebi.ac.uk/efo/EFO_0001071,7
http://www.ebi.ac.uk/efo/EFO_0000685,6
http://www.ebi.ac.uk/efo/EFO_0003924,6
http://www.ebi.ac.uk/efo/EFO_0002690,6
http://www.ebi.ac.uk/efo/EFO_0002508,6
http://www.ebi.ac.uk/efo/EFO_0004458,6
http://www.ebi.ac.uk/efo/EFO_0004465,6
http://www.ebi.ac.uk/efo/EFO_0004682,5
http://www.ebi.ac.uk/efo/EFO_0004531,5
http://www.ebi.ac.uk/efo/EFO_0004703,5
http://www.ebi.ac.uk/efo/EFO_0003768,5
http://www.ebi.ac.uk/efo/EFO_0000270,5
http://www.ebi.ac.uk/efo/EFO_0001645,5
http://www.ebi.ac.uk/efo/EFO_0004529,4
http://www.ebi.ac.uk/efo/EFO_0003949,4
http://www.ebi.ac.uk/efo/EFO_0004467,4
http://www.ebi.ac.uk/efo/EFO_0004509,4
http://www.ebi.ac.uk/efo/EFO_0000712,4
http://www.ebi.ac.uk/efo/EFO_0006335,4
http://www.ebi.ac.uk/efo/EFO_0000729,4
http://www.ebi.ac.uk/efo/EFO_0004342,4
http://www.ebi.ac.uk/efo/EFO_0004461,4
http://www.ebi.ac.uk/efo/EFO_0004623,4
http://www.ebi.ac.uk/efo/EFO_0004220,4
http://www.ebi.ac.uk/efo/EFO_0004338,4
http://www.ebi.ac.uk/efo/EFO_0004502,4
http://www.ebi.ac.uk/efo/EFO_0004574,4
http://www.ebi.ac.uk/efo/EFO_0003892,4
http://www.ebi.ac.uk/efo/EFO_0000537,4
http://www.ebi.ac.uk/efo/EFO_0000676,4
http://www.ebi.ac.uk/efo/EFO_0004298,4
http://www.ebi.ac.uk/efo/EFO_0006336,4
http://www.ebi.ac.uk/efo/EFO_0000275,4
http://purl.obolibrary.org/obo/GO_0097332,3
http://www.ebi.ac.uk/efo/EFO_0004761,3
http://www.ebi.ac.uk/efo/EFO_0003758,3
http://www.ebi.ac.uk/efo/EFO_0004318,3
http://www.ebi.ac.uk/efo/EFO_0004327,3
http://www.ebi.ac.uk/efo/EFO_0004527,3
http://www.ebi.ac.uk/efo/EFO_0004541,3
http://www.ebi.ac.uk/efo/EFO_0004704,3
http://purl.obolibrary.org/obo/GO_0036276,3
http://www.ebi.ac.uk/efo/EFO_0004305,3
http://www.ebi.ac.uk/efo/EFO_0004325,3
http://www.ebi.ac.uk/efo/EFO_0003884,3
http://www.ebi.ac.uk/efo/EFO_0003959,3
http://www.ebi.ac.uk/efo/EFO_0000220,3
http://www.ebi.ac.uk/efo/EFO_0003761,3
http://www.ebi.ac.uk/efo/EFO_0003767,3
http://purl.obolibrary.org/obo/GO_0061476,3
http://www.ebi.ac.uk/efo/EFO_0003963,3
http://www.ebi.ac.uk/efo/EFO_0004270,3
http://www.ebi.ac.uk/efo/EFO_0004570,3
http://www.ebi.ac.uk/efo/EFO_0004748,3
http://www.ebi.ac.uk/efo/EFO_0004584,3
http://www.ebi.ac.uk/efo/EFO_0004326,2
http://www.ebi.ac.uk/efo/EFO_0000292,2
http://www.ebi.ac.uk/efo/EFO_0004614,2
http://www.ebi.ac.uk/efo/EFO_0004622,2
http://www.ebi.ac.uk/efo/EFO_0004684,2
http://www.ebi.ac.uk/efo/EFO_0002609,2
http://www.ebi.ac.uk/efo/EFO_0004257,2
http://www.ebi.ac.uk/efo/EFO_0004847,2
http://www.orpha.net/ORDO/Orphanet_797,2
http://purl.obolibrary.org/obo/GO_0007610,2
http://www.ebi.ac.uk/efo/EFO_0000614,2
http://www.ebi.ac.uk/efo/EFO_0000621,2
http://www.ebi.ac.uk/efo/EFO_0004328,2
http://www.ebi.ac.uk/efo/EFO_0004620,2
http://www.ebi.ac.uk/efo/EFO_0002614,2
http://www.ebi.ac.uk/efo/EFO_0003882,2
http://www.ebi.ac.uk/efo/EFO_0005088,2
http://purl.obolibrary.org/obo/GO_0035456,2
http://www.ebi.ac.uk/efo/EFO_0004526,2
http://www.ebi.ac.uk/efo/EFO_0004216,2
