URI,COUNT(*)
http://www.ebi.ac.uk/efo/EFO_0000249,66
http://www.ebi.ac.uk/efo/EFO_0001360,59
http://www.ebi.ac.uk/efo/EFO_0000289,59
http://www.ebi.ac.uk/efo/EFO_0000692,55
http://www.ebi.ac.uk/efo/EFO_0004340,54
http://www.ebi.ac.uk/efo/EFO_0000305,54
http://www.ebi.ac.uk/efo/EFO_0000270,52
http://www.ebi.ac.uk/efo/EFO_0001663,45
http://www.ebi.ac.uk/efo/EFO_0005842,41
http://www.ebi.ac.uk/efo/EFO_0003885,40
http://www.ebi.ac.uk/efo/EFO_0004530,39
http://www.ebi.ac.uk/efo/EFO_0004612,38
http://www.ebi.ac.uk/efo/EFO_0004611,36
http://www.ebi.ac.uk/efo/EFO_0003761,32
http://www.ebi.ac.uk/efo/EFO_0000685,31
http://www.ebi.ac.uk/efo/EFO_0003923,30
http://www.ebi.ac.uk/efo/EFO_0002508,29
http://www.ebi.ac.uk/efo/EFO_0001645,29
http://www.ebi.ac.uk/efo/EFO_0002690,27
http://www.ebi.ac.uk/efo/EFO_0000537,26
http://www.ebi.ac.uk/efo/EFO_0000384,26
http://purl.obolibrary.org/obo/GO_0097327,24
http://www.ebi.ac.uk/efo/EFO_0004339,24
http://www.ebi.ac.uk/efo/EFO_0003888,24
http://www.ebi.ac.uk/efo/EFO_0001071,22
http://www.ebi.ac.uk/efo/EFO_0003829,22
http://www.ebi.ac.uk/efo/EFO_0004325,22
http://www.ebi.ac.uk/efo/EFO_0001073,21
http://www.ebi.ac.uk/efo/EFO_0004458,21
http://www.ebi.ac.uk/efo/EFO_0000180,21
http://purl.obolibrary.org/obo/HP_0002140,21
http://www.ebi.ac.uk/efo/EFO_0000253,20
http://www.ebi.ac.uk/efo/EFO_0001365,19
http://www.ebi.ac.uk/efo/EFO_0001359,18
http://www.ebi.ac.uk/efo/EFO_0000729,18
http://www.ebi.ac.uk/efo/EFO_0004574,18
http://www.ebi.ac.uk/efo/EFO_0000341,18
http://www.ebi.ac.uk/efo/EFO_0003884,18
http://www.ebi.ac.uk/efo/EFO_0000712,17
http://www.ebi.ac.uk/efo/EFO_0004847,17
http://www.ebi.ac.uk/efo/EFO_0000676,16
http://www.ebi.ac.uk/efo/EFO_0004647,16
http://www.ebi.ac.uk/efo/EFO_0001075,16
http://www.ebi.ac.uk/efo/EFO_0000714,15
http://www.ebi.ac.uk/efo/EFO_0004761,15
http://www.ebi.ac.uk/efo/EFO_0004318,15
http://www.ebi.ac.uk/efo/EFO_0004531,15
http://www.ebi.ac.uk/efo/EFO_0000612,14
http://www.ebi.ac.uk/efo/EFO_0000220,14
http://www.ebi.ac.uk/efo/EFO_0003924,14
http://www.ebi.ac.uk/efo/EFO_0004465,14
http://www.ebi.ac.uk/efo/EFO_0004220,14
http://www.ebi.ac.uk/efo/EFO_0004502,14
http://purl.obolibrary.org/obo/GO_1901555,14
http://www.ebi.ac.uk/efo/EFO_0003060,13
http://www.ebi.ac.uk/efo/EFO_0004645,13
http://www.ebi.ac.uk/efo/EFO_0004703,13
http://www.ebi.ac.uk/efo/EFO_0004329,13
http://www.ebi.ac.uk/efo/EFO_0004570,13
http://www.ebi.ac.uk/efo/EFO_0003892,13
http://www.ebi.ac.uk/efo/EFO_0004518,12
http://www.ebi.ac.uk/efo/EFO_0004509,12
http://www.ebi.ac.uk/efo/EFO_0006336,12
http://purl.obolibrary.org/obo/GO_0036273,12
http://www.ebi.ac.uk/efo/EFO_0000571,12
http://www.ebi.ac.uk/efo/EFO_0006335,12
http://www.ebi.ac.uk/efo/EFO_0004682,11
http://www.ebi.ac.uk/efo/EFO_0005664,11
http://www.ebi.ac.uk/efo/EFO_0004527,11
http://www.ebi.ac.uk/efo/EFO_0004300,11
http://www.ebi.ac.uk/efo/EFO_0006952,11
http://www.ebi.ac.uk/efo/EFO_0002618,11
http://www.ebi.ac.uk/efo/EFO_0000649,11
http://purl.obolibrary.org/obo/GO_0009314,11
http://www.ebi.ac.uk/efo/EFO_0000292,11
http://www.ebi.ac.uk/efo/EFO_0004639,11
http://www.ebi.ac.uk/efo/EFO_0004505,11
http://www.ebi.ac.uk/efo/EFO_0004190,10
http://purl.obolibrary.org/obo/GO_0036276,10
http://purl.obolibrary.org/obo/GO_0097366,10
http://www.ebi.ac.uk/efo/EFO_0004623,10
http://www.ebi.ac.uk/efo/EFO_0004342,10
http://www.ebi.ac.uk/efo/EFO_0003767,10
http://www.ebi.ac.uk/efo/EFO_0004343,10
http://www.ebi.ac.uk/efo/EFO_0004246,10
http://www.ebi.ac.uk/efo/EFO_0000319,9
http://www.ebi.ac.uk/efo/EFO_0004735,9
http://www.ebi.ac.uk/efo/EFO_0004529,9
http://purl.obolibrary.org/obo/GO_0097332,9
http://www.ebi.ac.uk/efo/EFO_0004704,9
http://www.ebi.ac.uk/efo/EFO_0004541,9
http://www.ebi.ac.uk/efo/EFO_0000756,9
http://www.ebi.ac.uk/efo/EFO_0002506,9
http://www.ebi.ac.uk/efo/EFO_0004365,9
http://www.ebi.ac.uk/efo/EFO_0004461,9
http://www.ebi.ac.uk/efo/EFO_0004308,9
http://www.ebi.ac.uk/efo/EFO_0000274,9
http://www.ebi.ac.uk/efo/EFO_0004653,9
http://www.ebi.ac.uk/efo/EFO_0003768,9
http://www.ebi.ac.uk/efo/EFO_0003821,9
http://www.ebi.ac.uk/efo/EFO_0005208,9
http://www.ebi.ac.uk/efo/EFO_0004314,9
http://www.ebi.ac.uk/efo/EFO_0007616,9
http://www.ebi.ac.uk/efo/EFO_0004591,9
http://www.ebi.ac.uk/efo/EFO_0004309,9
http://www.ebi.ac.uk/efo/EFO_0000275,8
http://www.ebi.ac.uk/efo/EFO_0003949,8
http://www.ebi.ac.uk/efo/EFO_0004286,8
http://purl.obolibrary.org/obo/GO_0042493,8
http://www.ebi.ac.uk/efo/EFO_0000326,8
http://www.ebi.ac.uk/efo/EFO_0004526,8
http://www.ebi.ac.uk/efo/EFO_0001378,8
http://www.ebi.ac.uk/efo/EFO_0004207,8
http://www.ebi.ac.uk/efo/EFO_0004731,8
http://www.ebi.ac.uk/efo/EFO_0004579,8
http://www.ebi.ac.uk/efo/EFO_0003780,8
http://www.ebi.ac.uk/efo/EFO_0004873,8
http://www.ebi.ac.uk/efo/EFO_0001358,8
http://www.orpha.net/ORDO/Orphanet_3389,8
http://www.ebi.ac.uk/efo/EFO_0001060,8
http://www.ebi.ac.uk/efo/EFO_0004713,8
http://www.ebi.ac.uk/efo/EFO_0000677,8
http://www.ebi.ac.uk/efo/EFO_0000614,8
http://www.ebi.ac.uk/efo/EFO_0003095,7
http://www.ebi.ac.uk/efo/EFO_0004748,7
http://www.ebi.ac.uk/efo/EFO_0004725,7
http://purl.obolibrary.org/obo/GO_0010226,7
http://www.ebi.ac.uk/efo/EFO_0004720,7
http://www.ebi.ac.uk/efo/EFO_0005035,7
http://www.ebi.ac.uk/efo/EFO_0004208,7
http://www.ebi.ac.uk/efo/EFO_0003758,7
http://www.ebi.ac.uk/efo/EFO_0003870,7
http://www.ebi.ac.uk/efo/EFO_0004228,7
http://www.ebi.ac.uk/efo/EFO_0005112,7
http://www.orpha.net/ORDO/Orphanet_232,7
http://www.ebi.ac.uk/efo/EFO_0004305,7
http://www.ebi.ac.uk/efo/EFO_0003959,7
http://www.ebi.ac.uk/efo/EFO_0004578,7
http://www.ebi.ac.uk/efo/EFO_0004832,7
http://www.ebi.ac.uk/efo/EFO_0006921,7
http://www.ebi.ac.uk/efo/EFO_0004302,7
http://www.ebi.ac.uk/efo/EFO_0004532,7
http://www.ebi.ac.uk/efo/EFO_0000178,7
http://www.ebi.ac.uk/efo/EFO_0000182,7
http://www.ebi.ac.uk/efo/EFO_0005530,7
http://purl.obolibrary.org/obo/GO_1901557,7
http://www.ebi.ac.uk/efo/EFO_0004827,7
http://www.ebi.ac.uk/efo/EFO_0005055,7
http://www.ebi.ac.uk/efo/EFO_0004298,7
